date,uniquePageviews,Inquiry,source,medium,campaign,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Month,Impressions,Clicks
07/01/2017,,,,,,,,,,,,,2017-07,"53,548",423
08/01/2017,,,,,,,,,,,,,2017-08,"1,012,506",2734
09/01/2017,,,,,,,,,,,,,2017-09,"3,641,423",8375
10/01/2017,,,,,,,,,,,,,2017-10,"4,073,723",8962
11/01/2017,,,,,,,,,,,,,2017-11,"3,692,112",7384
12/01/2017,,,,,,,,,,,,,2017-12,"3,140,407",8793
01/01/2018,,,,,,,,,,,,,2018-01,"2,792,095",3351
02/01/2018,,,,,,,,,,,,,2018-02,"2,543,547",3052
03/01/2018,,,,,,,,,,,,,2018-03,"8,631,800",7769
04/01/2018,,,,,,,,,,,,,2018-04,"14,558,073",21837
05/01/2018,,,,,,,,,,,,,2018-05,"12,511,991",23773
06/01/2018,,,,,,,,,,,,,2018-06,"6,578,547",24998
07/01/2018,,,,,,,,,,,,,2018-07,"841,582",7238
08/01/2018,,,,,,,,,,,,,2018-08,"2,396,845",12703
09/01/2018,,,,,,,,,,,,,2018-09,"5,873,160",18794
10/01/2018,,,,,,,,,,,,,2018-10,"5,330,790",20257
11/01/2018,,,,,,,,,,,,,2018-11,"3,638,019",14188
12/01/2018,,,,,,,,,,,,,2018-12,"3,062,204",8880
01/01/2019,,,,,,,,,,,,,2019-01,"2,567,466",8986
02/01/2019,,,,,,,,,,,,,2019-02,"2,499,639",7499
03/01/2019,,,,,,,,,,,,,2019-03,"3,158,649",10108
04/01/2019,,,,,,,,,,,,,2019-04,"2,224,927",7787
05/01/2019,,,,,,,,,,,,,2019-05,,
06/01/2019,,,,,,,,,,,,,2019-06,,
07/01/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,0,0,0,1,1,0,2017-07,,
07/01/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,30,0,0,1,0,0,2017-07,,
07/01/2017,1,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/01/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-07,,
07/01/2017,1,NA,TWITTER,SOCIAL,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/01/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Transfer,0,583,1,0,7,1,583,2017-07,,
07/03/2017,1,CU - Thank You,google,cpc,FY2017_Transfer,0,0,0,0,1,1,0,2017-07,,
07/03/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-07,,
07/03/2017,4,NA,DBM,DISPLAY,FY2017_Umbrella,0,87,1,0,4,1,88,2017-07,,
07/04/2017,1,CU - Thank You,google,cpc,FY2017_Transfer,0,72,0,0,1,0,0,2017-07,,
07/04/2017,1,GR - Thank You,google,cpc,FY2017_Graduate,0,0,0,0,1,1,0,2017-07,,
07/04/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-07,,
07/04/2017,1,NA,TWITTER,SOCIAL,FY2017_Undergrad,1,0,1,0,1,1,0,2017-07,,
07/05/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,26,0,0,1,0,0,2017-07,,
07/05/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/06/2017,1,CU - Thank You,google,cpc,FY2017_Transfer,0,0,0,0,1,1,0,2017-07,,
07/06/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,9,0,0,1,0,0,2017-07,,
07/06/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,0,857,1,0,2,1,857,2017-07,,
07/06/2017,11,CU - Thank You,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07,,
07/08/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,7,0,0,1,0,0,2017-07,,
07/08/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,0,8,1,0,1,1,8,2017-07,,
07/08/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Courses,1,0,1,1,1,1,0,2017-07,,
07/08/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,504,2,0,3,2,504,2017-07,,
07/09/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,7,0,0,1,0,0,2017-07,,
07/09/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-07,,
07/09/2017,5,NA,FACEBOOK,PAGELINK,FY2017_Courses,0,87,1,0,7,1,87,2017-07,,
07/09/2017,30,NA,DBM,DISPLAY,FY2017_Umbrella,1,1730,2,1,48,2,1732,2017-07,,
07/10/2017,1,CU - Thank You,google,cpc,FY2017_Transfer,0,43,0,0,1,0,0,2017-07,,
07/10/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/10/2017,1,NA,SPOTIFY,AUDIO,FY2017_Umbrella,1,0,1,1,1,1,0,2017-07,,
07/11/2017,1,GR - Thank You,google,cpc,FY2017_Graduate,0,31,0,0,2,1,0,2017-07,,
07/11/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,86,0,0,1,0,0,2017-07,,
07/11/2017,2,NA,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,2,2,2,0,2017-07,,
07/11/2017,5,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,5,0,5,5,5,5,0,2017-07,,
07/11/2017,7,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,0,7,7,7,7,0,2017-07,,
07/12/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,2,2,2,0,2017-07,,
07/13/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,0,0,0,1,1,0,2017-07,,
07/13/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,99,0,0,1,0,0,2017-07,,
07/13/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,1,0,1,1,1,1,0,2017-07,,
07/13/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,1,1,1,0,2017-07,,
07/13/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-07,,
07/13/2017,9,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,0,9,8,9,9,0,2017-07,,
07/14/2017,1,NA,TWITTER,SOCIAL,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/14/2017,3,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,3,0,3,2,3,3,0,2017-07,,
07/14/2017,5,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,0,5,5,5,5,0,2017-07,,
07/15/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,2,2,2,0,2017-07,,
07/15/2017,7,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,0,7,2,7,7,0,2017-07,,
07/16/2017,1,CU - Thank You,google,cpc,FY2017_Transfer,0,0,0,0,1,1,0,2017-07,,
07/16/2017,1,NA,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/16/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,3,929,4,2,5,4,929,2017-07,,
07/16/2017,6,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,0,6,5,6,6,0,2017-07,,
07/17/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-07,,
07/17/2017,6,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,0,6,4,6,6,0,2017-07,,
07/18/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,2,2,2,0,2017-07,,
07/18/2017,5,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,0,5,5,5,5,0,2017-07,,
07/19/2017,1,CU - Thank You,google,cpc,FY2017_Transfer,1,0,1,0,1,1,0,2017-07,,
07/19/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Transfer,2,0,2,0,2,2,0,2017-07,,
07/19/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,777,3,1,5,3,777,2017-07,,
07/19/2017,7,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,0,7,6,7,7,0,2017-07,,
07/20/2017,4,NA,DBM,DISPLAY,FY2017_Umbrella,1,594,2,0,6,2,595,2017-07,,
07/20/2017,5,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,0,5,4,5,5,0,2017-07,,
07/20/2017,5,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,4,1,5,2,7,5,1,2017-07,,
07/21/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,2,2,2,0,2017-07,,
07/21/2017,3,NA,DBM,DISPLAY,FY2017_Umbrella,0,59,1,0,4,1,60,2017-07,,
07/21/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,183,3,3,5,3,183,2017-07,,
07/22/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,1,0,1,0,1,1,0,2017-07,,
07/22/2017,3,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,123,3,1,4,3,123,2017-07,,
07/22/2017,3,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,3,0,3,1,3,3,0,2017-07,,
07/23/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Graduate,1,0,1,1,1,1,0,2017-07,,
07/23/2017,3,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,0,3,1,3,3,0,2017-07,,
07/23/2017,3,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,2,1,5,2,0,2017-07,,
07/24/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,2,2,2,0,2017-07,,
07/24/2017,9,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,8,12,9,6,10,9,12,2017-07,,
07/25/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,1,0,1,0,1,1,0,2017-07,,
07/25/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,10,2,2,3,2,10,2017-07,,
07/25/2017,5,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,5,0,5,2,5,5,0,2017-07,,
07/26/2017,3,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,3,0,3,1,3,3,0,2017-07,,
07/26/2017,6,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,0,6,5,6,6,0,2017-07,,
07/27/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,53,0,0,1,0,0,2017-07,,
07/27/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,4,0,4,4,4,4,0,2017-07,,
07/27/2017,6,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,0,6,5,6,6,0,2017-07,,
07/28/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,0,1,1,0,2017-07,,
07/28/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,4,0,4,2,4,4,0,2017-07,,
07/28/2017,6,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,0,6,3,6,6,0,2017-07,,
07/29/2017,1,GR - Thank You,google,cpc,FY2017_Graduate,0,24,0,0,2,0,0,2017-07,,
07/29/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,35,0,0,1,0,0,2017-07,,
07/29/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,0,1,1,0,2017-07,,
07/29/2017,4,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,4,0,4,2,4,4,0,2017-07,,
07/29/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,4,0,4,2,4,4,0,2017-07,,
07/29/2017,11,HS - Thank You,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07,,
07/30/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-07,,
07/30/2017,6,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,4,71,5,4,6,5,71,2017-07,,
07/31/2017,1,HS - Thank You,google,cpc,FY2017_Undergrad,0,16,0,0,1,0,0,2017-07,,
07/31/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,1,2,2,0,2017-07,,
07/31/2017,3,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,0,3,3,3,3,0,2017-07,,
07/31/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,210,2,0,4,2,210,2017-07,,
08/01/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,0,950,1,0,3,1,950,2017-08,,
08/01/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-08,,
08/01/2017,10,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,10,0,10,9,10,10,0,2017-08,,
08/02/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,0,0,1,0,1,1,0,2017-08,,
08/02/2017,7,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,0,7,6,7,7,0,2017-08,,
08/03/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,0,10,1,1,2,1,10,2017-08,,
08/03/2017,1,NA,SPOTIFY,AUDIO,FY2017_Umbrella,1,0,1,1,1,1,0,2017-08,,
08/03/2017,8,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,397,7,3,10,7,397,2017-08,,
08/04/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Degree_Completion,0,366,1,0,2,1,366,2017-08,,
08/04/2017,2,NA,FACEBOOK,NEWSFEED,FY2014_DegreeCompletion,2,0,2,2,2,2,0,2017-08,,
08/04/2017,3,NA,FACEBOOK,NEWSFEED,FY2014_Undergrad,3,0,3,3,3,3,0,2017-08,,
08/04/2017,3,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,3,0,3,1,3,3,0,2017-08,,
08/04/2017,6,NA,FACEBOOK,RIGHT_RAIL,FY2014_DegreeCompletion,6,0,6,6,6,6,0,2017-08,,
08/04/2017,6,NA,FACEBOOK,RIGHT_RAIL,FY2014_Undergrad,6,0,6,6,6,6,0,2017-08,,
08/04/2017,11,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,17,10,8,11,10,17,2017-08,,
08/05/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,0,1,1,0,2017-08,,
08/05/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/05/2017,9,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,168,7,5,10,7,169,2017-08,,
08/06/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,0,1,1,0,2017-08,,
08/06/2017,2,NA,FACEBOOK,NEWSFEED,fy2014_degreecompletion,2,0,2,2,2,2,0,2017-08,,
08/06/2017,2,NA,FACEBOOK,NEWSFEED,fy2014_undergrad,2,0,2,2,2,2,0,2017-08,,
08/06/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/06/2017,2,NA,FACEBOOK,RIGHT_RAIL,fy2014_degreecompletion,2,0,2,2,2,2,0,2017-08,,
08/06/2017,2,NA,FACEBOOK,RIGHT_RAIL,fy2014_undergrad,2,0,2,2,2,2,0,2017-08,,
08/06/2017,5,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,0,5,5,5,5,0,2017-08,,
08/07/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,43,4,0,6,4,43,2017-08,,
08/07/2017,10,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,5,10,8,11,10,5,2017-08,,
08/08/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,0,1464,1,0,3,1,1463,2017-08,,
08/08/2017,8,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,5,192,7,5,9,7,192,2017-08,,
08/09/2017,2,NA,DBM,DISPLAY,FY2017_Umbrella,2,0,2,0,2,2,0,2017-08,,
08/09/2017,2,NA,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,0,33,1,1,2,1,33,2017-08,,
08/09/2017,8,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,8,0,8,7,8,8,0,2017-08,,
08/10/2017,10,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,9,56,10,9,11,10,56,2017-08,,
08/11/2017,7,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,0,7,7,7,7,0,2017-08,,
08/12/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,0,10,1,0,1,1,10,2017-08,,
08/12/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-08,,
08/12/2017,1,NA,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-08,,
08/12/2017,9,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,7,32,8,7,9,8,32,2017-08,,
08/13/2017,1,NA,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,0,1,1,1,1,0,2017-08,,
08/13/2017,7,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,6,37,7,5,8,7,37,2017-08,,
08/14/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/14/2017,3,NA,DBM,DISPLAY,FY2017_Umbrella,0,26,1,0,3,1,26,2017-08,,
08/14/2017,13,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,11,191,13,8,15,13,191,2017-08,,
08/15/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,0,0,0,1,1,0,2017-08,,
08/15/2017,2,NA,FACEBOOK,PAGELINK,FY2018_Transfer,2,0,2,2,2,2,0,2017-08,,
08/15/2017,3,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,3,0,3,2,3,3,0,2017-08,,
08/15/2017,3,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,3,0,3,3,3,3,0,2017-08,,
08/15/2017,3,NA,INSTAGRAM,PAGELINK,FY2018_Transfer,3,0,3,3,3,3,0,2017-08,,
08/15/2017,3,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,3,0,3,3,3,3,0,2017-08,,
08/15/2017,4,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,3,25,4,0,6,4,26,2017-08,,
08/16/2017,1,HS - Thank You,Facebook,PageLink,FY2018_Undergrad,0,1694,0,0,5,0,0,2017-08,,
08/16/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,0,0,0,1,1,0,2017-08,,
08/16/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,0,321,1,0,2,1,321,2017-08,,
08/16/2017,1,NA,INSTAGRAM,PAGELINK,FY2018_Transfer,1,0,1,0,1,1,0,2017-08,,
08/16/2017,2,NA,FACEBOOK,LEADGEN,FY2018_Transfer,1,365,2,0,4,2,366,2017-08,,
08/16/2017,2,NA,FACEBOOK,PAGELINK,fy2018_transfer,2,0,2,2,2,2,0,2017-08,,
08/16/2017,2,NA,FACEBOOK,PAGELINK,fy2018_undergrad,2,0,2,2,2,2,0,2017-08,,
08/16/2017,2,NA,INSTAGR,PAGELINK,FY2018_Undergrad,2,0,2,2,2,2,0,2017-08,,
08/16/2017,2,NA,INSTAGRAM,PAGELINK,fy2018_transfer,2,0,2,2,2,2,0,2017-08,,
08/16/2017,2,NA,INSTAGRAM,PAGELINK,fy2018_undergrad,1,3,2,2,3,2,3,2017-08,,
08/16/2017,6,NA,FACEBOOK,PAGELINK,FY2018_Transfer,4,599,6,2,25,6,599,2017-08,,
08/16/2017,15,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,6,4165,12,7,38,12,4165,2017-08,,
08/17/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,27,0,0,1,0,0,2017-08,,
08/17/2017,1,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-08,,
08/17/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/17/2017,2,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,2,0,2,2,2,2,0,2017-08,,
08/17/2017,5,NA,FACEBOOK,PAGELINK,FY2018_Transfer,5,0,5,5,5,5,0,2017-08,,
08/17/2017,20,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,18,15,19,15,23,19,14,2017-08,,
08/17/2017,41,NA,DBM,DISPLAY,FY2018_Umbrella,18,364,27,26,58,27,363,2017-08,,
08/18/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,0,0,0,1,1,0,2017-08,,
08/18/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,100,0,0,1,0,0,2017-08,,
08/18/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,843,1,0,1,0,1030,2017-08,,
08/18/2017,1,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,0,1,1,1,1,0,2017-08,,
08/18/2017,1,NA,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,1,0,1,1,1,1,0,2017-08,,
08/18/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/18/2017,9,NA,FACEBOOK,PAGELINK,FY2018_Transfer,7,2,9,9,11,9,2,2017-08,,
08/18/2017,35,NA,DBM,DISPLAY,FY2018_Umbrella,27,504,33,31,43,33,505,2017-08,,
08/18/2017,42,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,39,1434,42,33,45,42,1434,2017-08,,
08/19/2017,1,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-08,,
08/19/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,0,1,1,0,2017-08,,
08/19/2017,2,NA,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,2,0,2,2,2,2,0,2017-08,,
08/19/2017,5,NA,FACEBOOK,PAGELINK,FY2018_Transfer,5,0,5,5,5,5,0,2017-08,,
08/19/2017,8,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,117,2,2,8,2,116,2017-08,,
08/19/2017,23,NA,DBM,DISPLAY,FY2018_Umbrella,19,91,23,23,32,23,92,2017-08,,
08/19/2017,47,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,47,0,47,37,47,47,0,2017-08,,
08/20/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,10,0,0,1,0,0,2017-08,,
08/20/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,1,0,1,0,1,1,0,2017-08,,
08/20/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Transfer,1,0,1,0,1,1,0,2017-08,,
08/20/2017,1,NA,FACEBOOK,PAGELINK,FY2017_Undergrad,1,0,1,0,1,1,0,2017-08,,
08/20/2017,3,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,425,2,0,4,2,424,2017-08,,
08/20/2017,13,NA,FACEBOOK,PAGELINK,FY2018_Transfer,13,0,13,12,13,13,0,2017-08,,
08/20/2017,34,NA,DBM,DISPLAY,FY2018_Umbrella,33,11,34,33,35,34,11,2017-08,,
08/20/2017,38,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,32,208,35,28,43,35,209,2017-08,,
08/21/2017,1,GR - Thank You,google,cpc,FY2018_Graduate,0,0,0,0,1,1,0,2017-08,,
08/21/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,0,8,1,0,1,1,8,2017-08,,
08/21/2017,1,NA,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,0,0,1,1,2,1,0,2017-08,,
08/21/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/21/2017,15,NA,FACEBOOK,PAGELINK,FY2018_Transfer,14,30,15,12,16,15,30,2017-08,,
08/21/2017,25,NA,DBM,DISPLAY,FY2018_Umbrella,19,70,25,16,32,25,71,2017-08,,
08/21/2017,28,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,27,370,28,24,29,28,370,2017-08,,
08/22/2017,1,GR - Thank You,google,cpc,FY2018_Graduate,0,16,0,0,1,0,0,2017-08,,
08/22/2017,1,GR - Thank You,google,cpc,FY2018_Graduate,0,48,0,0,2,0,0,2017-08,,
08/22/2017,1,NA,YOUTUBE,VIDEO,FY2018_Video,0,41,1,0,2,1,41,2017-08,,
08/22/2017,1,NA,YOUTUBE,VIDEO,FY2018_YouTube,1,0,1,1,1,1,0,2017-08,,
08/22/2017,2,NA,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,2,0,2,2,0,2017-08,,
08/22/2017,3,NA,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,3,0,3,3,3,3,0,2017-08,,
08/22/2017,11,GR - Thank You,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08,,
08/22/2017,12,NA,FACEBOOK,PAGELINK,FY2018_Transfer,12,0,12,11,12,12,0,2017-08,,
08/22/2017,22,NA,DBM,DISPLAY,FY2018_Umbrella,11,286,13,10,23,13,287,2017-08,,
08/22/2017,34,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,30,50,33,27,37,33,50,2017-08,,
08/23/2017,1,CU - Thank You,google,cpc,FY2018_Transfer,0,10,0,0,1,0,0,2017-08,,
08/23/2017,1,NA,DBM,DISPLAY,FY2017_Umbrella,1,0,1,0,1,1,0,2017-08,,
08/23/2017,1,NA,INSTAGRAM,PAGELINK,FY2018_Transfer,1,0,1,1,1,1,0,2017-08,,
08/23/2017,2,NA,FACEBOOK,PAGELINK,FY2017_Courses,0,7,1,0,2,1,7,2017-08,,
08/23/2017,2,NA,N9515.108626SUNJOURNAL.COM,DISPLAY,FY2018_Umbrella,0,730,2,1,6,2,732,2017-08,,
08/23/2017,3,NA,INSTAGRAM,PAGELINK,FY2018_Undergrad,3,0,3,3,3,3,0,2017-08,,
08/23/2017,3,NA,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,3,0,3,3,3,3,0,2017-08,,
08/23/2017,4,NA,FACEBOOK,PAGELINK,FY2018_Transfer,3,326,4,4,5,4,326,2017-08,,
08/23/2017,5,NA,DBM,VIDEO,FY2018_Umbrella,3,215,4,4,5,4,215,2017-08,,
08/23/2017,14,NA,DBM,DISPLAY,FY2018_Umbrella,13,0,14,14,16,14,0,2017-08,,
08/23/2017,19,NA,FACEBOOK,PAGELINK,FY2018_Undergrad,13,237,16,12,21,16,238,2017-08,,
08/24/2017,1,CU - Thank You,Facebook,LeadGen,FY2018_Transfer,0,0,0,0,1,1,0,2017-08,,
08/24/2017,1,HS - Thank You,Facebook,PageLink,FY2018_Undergrad,0,0,0,0,1,1,0,2017-08,,
08/24/2017,1,HS - Thank You,google,cpc,FY2018_Undergrad,0,15,0,0,1,0,0,2017-08,,
08/24/2017,1,NA,BDN,DISPLAY,FY2018_Umbrella,1,0,1,1,1,1,0,2017-08,,
